SampleID,ZosCSPoldB,ZosCSPoldD,ZosCFIoldB16,ZosCFIoldG16,ZosCIoldC17,ZosCIoldA18,ZosCIoldB18,ZosCIoldC18,ZosCIoldD18,ZosCIoldE18,ZosCIoldF18,ZosCSSoldE,ZosCSSoldB,ZosCSSoldC16,ZosCSSoldF16,ZosCSSoldE16,ZosCSSoldA16,ZosCSSoldH16,ZosCSSoldG16,ZosCSSoldD17,ZosCSSoldE18,ZosCSSoldB18,ZosCSSoldC18,ZosCSSoldD18,ZosCSSoldF18,ZosGSEoldE,ZosGSEoldF,ZosGSEoldD,ZosGSEoldA,ZosGSEoldC,ZosGSEoldB,ZosGSEoldD16,ZosGSEoldF16,ZosGSEoldG16,ZosGSEoldE16,ZosGSEoldC16,ZosGSEoldA16,ZosGSEoldB16,ZosGSEoldH16,ZosGSWoldA,ZosGSWoldD,ZosGSWoldB,ZosGSWoldC,ZosGSWoldF,ZosGSWoldE,ZosGSWoldF16,ZosGSWoldD16,ZosGSWoldA16,ZosGSWoldB16,ZosGSWoldG16,ZosGSWoldC16,ZosGSWoldE16,ZosGSWoldH16,ZosMcNoldA,ZosMcNoldB,ZosMcNoldC,ZosMcNoldD,ZosMcNoldE,ZosMcNoldF,ZosMcSoldA,ZosMcSoldB,ZosMcSoldC,ZosMcSoldD,ZosMcSoldE,ZosMcSoldF,ZosPBSoldA16,ZosPBSoldB16,ZosPBSoldC16,ZosPBSoldD16,ZosPBSoldG16,ZosPBSoldF16,ZosPBSoldH16,ZosPBSoldE16,ZosPBSoldC17,ZosPBSoldA18,ZosPBSoldB18,ZosPBSoldC18,ZosPBSoldD18,ZosPBSoldE18,ZosPBSoldF18,ZosPBPoldH16,ZosPBPoldB16,ZosPBPoldG16,ZosPBPoldE16,ZosPBPoldF16,ZosPBPoldC16,ZosPBPoldD16,ZosPBPoldA17,ZosPBPoldE18,ZosPBPolEE17,ZosPBPoldA18,ZosPBPoldB18,ZosPBPoldC18,ZosPBPoldD18,ZosPBPoldF18,ZosTQNoldF,ZosTQNoldD,ZosTQNoldE,ZosTQNoldC,ZosTQNoldB,ZosTQNoldG16,ZosTQNoldH16,ZosTQNoldF16,ZosTQNoldD16,ZosTQNoldB16,ZosTQNoldE16,ZosTQNoldC16,ZosTQNoldA16,ZosTQNoldB17,ZosTQNoldC17,ZosTQNoldD17,ZosTQNoldA18,ZosTQNoldB18,ZosTQNoldC18,ZosTQNoldD18,ZosTQNoldE18,ZosTQNoldF18,ZosTQSoldD,ZosTQSoldC,ZosTQSoldB,ZosTQSoldA,ZosTQSoldG16,ZosTQSoldA16,ZosTQSoldH16,ZosTQSoldB16,ZosTQSoldE16,ZosTQSoldF16,ZosTQSoldC16,ZosTQSoldD16,ZosTQSoldB17,ZosTQSoldC17,ZosTQSolEE17,ZosTQSoldA18,ZosTQSoldB18,ZosTQSoldC18,ZosTQSoldD18,ZosTQSoldE18,ZosTQSoldF18
ZosMcNoldD,48759,48759,48759,48759,48759,48759,48759,48759,48759,48759,48759,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosMcNoldE,48759,48759,48759,48759,48759,48759,48759,48759,48759,48759,48759,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosMcNoldF,48759,48759,48759,48759,48759,48759,48759,48759,48759,48759,48759,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,49287,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16098,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,16972,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosMcSoldA,49974,49974,49974,49974,49974,49974,49974,49974,49974,49974,49974,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,1281,1281,1281,1281,1281,1281,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosMcSoldB,49974,49974,49974,49974,49974,49974,49974,49974,49974,49974,49974,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,1281,1281,1281,1281,1281,1281,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosMcSoldC,49974,49974,49974,49974,49974,49974,49974,49974,49974,49974,49974,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,1281,1281,1281,1281,1281,1281,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosMcSoldD,49974,49974,49974,49974,49974,49974,49974,49974,49974,49974,49974,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,1281,1281,1281,1281,1281,1281,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosMcSoldE,49974,49974,49974,49974,49974,49974,49974,49974,49974,49974,49974,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,1281,1281,1281,1281,1281,1281,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosMcSoldF,49974,49974,49974,49974,49974,49974,49974,49974,49974,49974,49974,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,50510,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17038,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,17900,1281,1281,1281,1281,1281,1281,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBSoldA16,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,56216,56216,56216,56216,56216,56216,54986,54986,54986,54986,54986,54986,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBSoldB16,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,56216,56216,56216,56216,56216,56216,54986,54986,54986,54986,54986,54986,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBSoldC16,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,56216,56216,56216,56216,56216,56216,54986,54986,54986,54986,54986,54986,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBSoldD16,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,56216,56216,56216,56216,56216,56216,54986,54986,54986,54986,54986,54986,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBSoldG16,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,56216,56216,56216,56216,56216,56216,54986,54986,54986,54986,54986,54986,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBSoldF16,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,56216,56216,56216,56216,56216,56216,54986,54986,54986,54986,54986,54986,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBSoldH16,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,56216,56216,56216,56216,56216,56216,54986,54986,54986,54986,54986,54986,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBSoldE16,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,56216,56216,56216,56216,56216,56216,54986,54986,54986,54986,54986,54986,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBSoldC17,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,56216,56216,56216,56216,56216,56216,54986,54986,54986,54986,54986,54986,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBSoldA18,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,56216,56216,56216,56216,56216,56216,54986,54986,54986,54986,54986,54986,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBSoldB18,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,56216,56216,56216,56216,56216,56216,54986,54986,54986,54986,54986,54986,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBSoldC18,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,56216,56216,56216,56216,56216,56216,54986,54986,54986,54986,54986,54986,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBSoldD18,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,56216,56216,56216,56216,56216,56216,54986,54986,54986,54986,54986,54986,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBSoldE18,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,56216,56216,56216,56216,56216,56216,54986,54986,54986,54986,54986,54986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBSoldF18,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9780,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,9378,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,46040,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,45650,56216,56216,56216,56216,56216,56216,54986,54986,54986,54986,54986,54986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBPoldH16,9896,9896,9896,9896,9896,9896,9896,9896,9896,9896,9896,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,56352,56352,56352,56352,56352,56352,55157,55157,55157,55157,55157,55157,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBPoldB16,9896,9896,9896,9896,9896,9896,9896,9896,9896,9896,9896,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,56352,56352,56352,56352,56352,56352,55157,55157,55157,55157,55157,55157,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBPoldG16,9896,9896,9896,9896,9896,9896,9896,9896,9896,9896,9896,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,56352,56352,56352,56352,56352,56352,55157,55157,55157,55157,55157,55157,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBPoldE16,9896,9896,9896,9896,9896,9896,9896,9896,9896,9896,9896,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,56352,56352,56352,56352,56352,56352,55157,55157,55157,55157,55157,55157,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZosPBPoldF16,9896,9896,9896,9896,9896,9896,9896,9896,9896,9896,9896,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,9514,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45935,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,45790,56352,56352,56352,56352,56352,56352,55157,55157,55157,55157,55157,55157,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
