SampleID,swab_id,barcode_plate,barcode_well,year,region,site,host_species,host_type,sample_type,survey_type,quadrat_id,meso_shoot_id,ASV4,ASV5,ASV6,ASV11,ASV13,ASV15,ASV17,ASV18,ASV19,ASV24,ASV27,ASV28,ASV39,ASV43,ASV46,ASV47,ASV57,ASV60,ASV71,ASV89,ASV93,ASV104,ASV105,ASV106,ASV107,ASV108,ASV117,ASV118,ASV119,ASV121,ASV122,ASV125,ASV131,ASV132,ASV133,ASV147,ASV153,ASV165,ASV185,ASV188,ASV198,ASV210,ASV217,ASV222,ASV224,ASV239,ASV251,ASV279,ASV281,ASV286,ASV289,ASV302,ASV330,ASV341,ASV342,ASV346,ASV351,ASV352,ASV358,ASV368,ASV373,ASV379,ASV383,ASV386,ASV392,ASV403,ASV408,ASV414,ASV417,ASV420,ASV425,ASV431,ASV467,ASV470,ASV493,ASV495,ASV530,ASV541,ASV559,ASV570,ASV590,ASV640,ASV656,ASV660,ASV661,ASV663,ASV668,ASV671,ASV674,ASV678,ASV683,ASV687,ASV720,ASV737,ASV750,ASV760,ASV775,ASV777,ASV858,ASV881,ASV891,ASV909,ASV930,ASV940,ASV945,ASV953,ASV959,ASV971,ASV989,ASV996,ASV1012,ASV1016,ASV1017,ASV1018,ASV1025,ASV1033,ASV1036,ASV1068,ASV1070,ASV1074,ASV1087,ASV1119,ASV1127,ASV1128,ASV1144,ASV1152,ASV1158,ASV1164,ASV1199,ASV1207,ASV1214,ASV1225,ASV1254,ASV1328,ASV1330,ASV1335,ASV1358,ASV1372,ASV1378,ASV1380,ASV1394,ASV1405,ASV1418,ASV1438,ASV1483,ASV1487,ASV1503,ASV1510,ASV1548,ASV1574,ASV1639,ASV1668,ASV1673,ASV1677,ASV1700,ASV1702,ASV1708,ASV1735,ASV1794,ASV1798,ASV1870,ASV1879,ASV1925,ASV1964,ASV1989,ASV2000,ASV2015,ASV2041,ASV2068,ASV2119,ASV2135,ASV2137,ASV2155,ASV2164,ASV2196,ASV2215,ASV2247,ASV2306,ASV2326,ASV2341,ASV2358,ASV2386,ASV2406,ASV2417,ASV2423,ASV2451,ASV2493,ASV2509,ASV2516,ASV2522,ASV2534,ASV2613,ASV2643,ASV2663,ASV2671,ASV2673,ASV2683,ASV2725,ASV2755,ASV2762,ASV2778,ASV2801,ASV2820,ASV2836,ASV2867,ASV2874,ASV2992,ASV3047,ASV3057,ASV3074,ASV3099,ASV3114,ASV3134,ASV3153,ASV3217,ASV3220,ASV3269,ASV3271,ASV3324,ASV3378,ASV3384,ASV3395,ASV3462,ASV3488,ASV3505,ASV3510,ASV3543,ASV3614,ASV3655,ASV3704,ASV3714,ASV3735,ASV3741,ASV3775,ASV3857,ASV3880,ASV3885,ASV3887,ASV3905,ASV3925,ASV3951,ASV3994,ASV3999,ASV4080,ASV4119,ASV4133,ASV4183,ASV4195,ASV1390,ASV1412,ASV2328,ASV2360
asuCPW5,1056,4,A4,2015,choked,choked_wolf,asu,asu,asu,asu_survey,asu_5,na,1,2,0,3,0,0,0,473,109,636,78,39,0,297,0,0,0,0,0,0,0,115,14,44,0,52,0,0,0,0,0,334,1,0,0,56,0,48,0,0,0,69,0,0,0,0,1,91,3,0,0,0,0,13,0,0,0,25,0,0,30,76,0,4,0,0,36,0,0,0,32,0,5,3,0,0,10,0,0,20,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,58,0,38,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asuCPW30,818,4,F4,2015,choked,choked_wolf,asu,asu,asu,asu_survey,asu_30,na,0,0,4,0,5,0,0,690,74,614,88,46,6,459,0,0,0,0,0,0,32,75,20,0,0,37,2,0,118,0,0,333,25,0,0,10,0,18,0,0,0,26,0,0,0,0,0,7,1,0,0,0,0,8,0,0,1,15,1,0,11,7,0,9,0,0,31,0,0,0,7,0,16,122,0,0,4,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCPWasu5,cwf_5,4,H11,2015,choked,choked_wolf,seawater,seawater,seawater,asu_survey,asu_30,na,17,11,20,4,0,4,0,590,487,67,48,21,4,231,84,50,2,4,9,4,5,71,15,303,0,19,44,4,47,0,3,288,44,0,6,38,7,0,4,0,4,40,13,1,0,0,0,1,13,0,0,0,0,0,0,3,0,4,4,0,3,0,0,18,0,2,44,0,0,6,0,0,0,2,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,16,7,0,0,0,0,0,0,0,156,0,15,18,2,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asuCPW23,829,4,A3,2015,choked,choked_wolf,asu,asu,asu,asu_survey,asu_23,na,2,0,0,2,10,5,0,403,109,724,73,19,2,358,0,0,0,1,0,0,8,63,11,5,0,40,8,0,8,0,0,363,8,0,0,17,0,17,0,0,0,57,4,0,0,0,0,7,2,0,0,0,0,2,0,0,0,6,1,0,0,2,0,0,0,0,24,0,0,0,5,0,0,259,0,0,17,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,4,189,0,0,18,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterCPWasu23,cwf_3,4,B12,2015,choked,choked_wolf,seawater,seawater,seawater,asu_survey,asu_23,na,33,2,21,0,14,5,20,388,380,111,18,20,1,186,65,70,13,4,4,1,5,63,6,236,0,26,34,26,15,8,0,287,181,0,8,18,19,5,1,0,0,85,14,0,0,0,0,5,0,0,0,0,0,3,0,4,0,2,17,0,1,2,0,11,0,0,13,0,0,0,1,2,1,21,2,0,2,35,4,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,37,0,0,0,4,3,1,0,0,0,3,0,0,256,0,8,40,9,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asuCPW2,1050,4,E5,2015,choked,choked_wolf,asu,asu,asu,asu_survey,asu_2,na,2,0,0,3,1,0,0,348,134,862,72,73,0,367,0,0,0,0,0,0,0,90,16,26,0,27,0,0,12,0,0,175,0,0,0,57,0,69,0,0,0,34,3,0,0,0,0,65,1,0,0,0,0,10,0,0,0,30,0,0,21,196,0,13,0,0,24,0,0,0,31,0,20,6,0,0,1,0,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,93,0,0,23,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asuCPWinner,1025,4,F6,2015,choked,choked_wolf,asu,asu,asu,asu_survey,asu_ inner,na,5,1,11,2,6,1,0,738,260,413,95,74,0,188,34,0,0,14,0,3,8,61,25,47,0,10,0,0,14,0,0,153,55,0,0,145,0,17,0,0,0,65,0,5,0,0,0,67,12,0,0,0,0,0,0,0,0,13,3,0,3,1,0,5,0,0,84,2,0,0,31,0,2,13,1,0,3,0,0,9,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,36,0,0,0,9,1,0,0,0,0,0,0,7,188,0,0,17,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asuCPWedge,1030,4,B5,2015,choked,choked_wolf,asu,asu,asu,asu_survey,asu_ edge,na,0,0,0,7,0,2,0,351,90,693,38,56,0,311,0,0,0,0,0,0,4,66,15,9,0,85,0,0,5,0,0,660,0,0,0,95,0,28,0,0,0,35,0,0,0,0,0,19,6,0,0,0,0,5,0,0,0,19,0,0,51,53,0,16,0,0,39,0,0,0,24,1,4,3,0,0,2,0,0,26,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,76,0,0,39,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCPWnewF,1436,4,G6,2015,choked,choked_wolf,zostera_marina,zostera,leaf_new,asu_survey,amb_f,na,1787,0,38,0,396,0,0,22,22,17,0,18,49,5,0,0,0,168,0,0,241,21,0,0,0,0,0,0,9,0,0,48,11,0,0,1,0,0,0,0,0,0,11,65,0,0,0,10,0,0,0,1,0,0,0,14,0,0,8,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCPWoldF,1417,4,D5,2015,choked,choked_wolf,zostera_marina,zostera,leaf_old,asu_survey,amb_f,na,0,8,61,11,12,30,0,632,130,457,69,27,12,153,3,0,0,0,0,0,6,88,5,198,0,11,0,0,6,0,0,433,35,0,0,35,0,7,0,2,0,42,1,0,0,3,0,80,5,0,0,0,0,8,0,7,5,6,6,0,53,6,0,109,0,0,6,0,0,0,1,0,4,1,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,0,1,0,0,3,58,0,3,15,0,50,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCPWnewE,1463,4,B4,2015,choked,choked_wolf,zostera_marina,zostera,leaf_new,asu_survey,amb_e,na,841,4,161,13,272,16,0,138,377,234,8,54,145,22,5,1,0,159,0,0,12,15,7,11,0,0,0,0,10,0,0,74,17,0,0,19,0,2,0,3,0,0,61,22,0,0,0,49,2,0,0,0,0,5,0,7,1,4,64,0,19,5,0,28,0,0,10,0,0,0,0,0,3,26,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,6,0,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCPWoldE,1425,4,A6,2015,choked,choked_wolf,zostera_marina,zostera,leaf_old,asu_survey,amb_e,na,1,0,60,14,2,25,0,463,94,380,51,39,4,135,0,0,1,0,0,0,0,71,14,488,0,16,0,0,3,0,0,475,29,0,0,69,0,10,0,1,0,34,2,0,0,0,0,73,6,0,0,0,0,6,0,0,1,17,3,0,58,8,0,56,0,0,8,0,0,0,0,0,4,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,43,0,34,0,71,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCPWnewD,1432,4,H6,2015,choked,choked_wolf,zostera_marina,zostera,leaf_new,asu_survey,amb_d,na,1895,10,107,0,18,4,7,186,141,63,0,36,174,3,3,8,0,8,5,0,0,12,0,11,3,0,1,0,3,0,0,104,4,0,0,5,0,0,0,0,0,48,3,0,0,0,0,1,0,0,4,7,0,0,0,20,0,1,4,0,0,0,0,1,0,0,6,0,0,0,0,3,3,13,0,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCPWoldD,1450,4,B7,2015,choked,choked_wolf,zostera_marina,zostera,leaf_old,asu_survey,amb_d,na,1,0,55,10,13,17,0,597,114,365,90,44,4,239,0,0,1,0,0,0,0,124,10,31,0,4,0,0,6,0,0,576,31,0,0,25,0,6,0,3,0,26,2,0,0,2,0,102,7,0,0,0,0,10,0,0,4,9,5,3,50,26,0,133,0,0,2,0,0,0,0,0,7,5,0,0,0,0,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,56,0,0,24,0,60,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCPWnewC,1448,4,D4,2015,choked,choked_wolf,zostera_marina,zostera,leaf_new,asu_survey,amb_c,na,1081,14,380,15,37,10,0,300,110,220,16,92,64,40,22,0,2,15,0,0,0,26,0,27,0,4,0,0,21,0,0,65,33,0,7,12,0,11,0,7,0,10,15,6,0,0,0,18,4,0,0,0,0,3,0,11,7,0,11,0,54,15,0,51,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0,0,0,0,0,0,0,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
ZosCPWoldC,1460,4,B8,2015,choked,choked_wolf,zostera_marina,zostera,leaf_old,asu_survey,amb_c,na,0,1,58,9,7,16,0,688,155,335,111,63,9,242,0,0,0,0,0,0,5,109,7,25,0,4,0,0,7,0,0,357,3,0,0,27,0,20,0,2,0,41,0,0,0,0,0,147,8,0,0,0,0,11,0,2,19,26,0,0,12,49,0,172,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,85,0,0,3,0,78,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCPWnewB,1419,4,F10,2015,choked,choked_wolf,zostera_marina,zostera,leaf_new,asu_survey,amb_b,na,337,79,245,18,79,18,0,252,299,205,26,65,462,63,7,0,0,18,0,0,30,26,3,48,0,0,0,0,19,0,0,106,34,0,0,10,0,9,0,3,0,7,34,9,0,0,0,57,3,0,0,0,0,21,0,0,0,7,11,0,64,15,0,54,0,0,0,0,0,0,0,0,12,158,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0,6,0,0,0,0,0,0,0,1,8,0,0,6,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCPWoldB,1464,4,G3,2015,choked,choked_wolf,zostera_marina,zostera,leaf_old,asu_survey,amb_b,na,1,0,56,16,4,20,0,487,102,463,55,36,6,193,0,0,0,0,0,0,4,205,9,140,0,22,0,0,0,0,0,423,1,0,0,145,0,18,0,0,0,22,4,0,0,0,0,149,5,0,0,0,0,1,0,0,1,11,0,0,67,19,0,62,0,0,11,0,0,0,0,0,8,2,0,0,0,0,0,16,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,2,38,0,0,4,0,45,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCPWnewA,1441,4,F5,2015,choked,choked_wolf,zostera_marina,zostera,leaf_new,asu_survey,amb_a,na,347,0,380,0,14,21,0,211,195,292,22,78,251,31,0,0,16,0,0,0,0,43,0,39,0,0,0,3,18,0,0,262,25,0,0,29,0,36,0,0,0,8,12,0,0,0,0,60,0,0,0,0,0,8,0,80,8,14,0,0,75,30,0,85,0,0,23,0,0,0,0,0,26,30,0,0,0,0,0,46,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,23,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosCPWoldA,1442,4,H3,2015,choked,choked_wolf,zostera_marina,zostera,leaf_old,asu_survey,amb_a,na,11,0,172,3,14,7,0,635,300,354,53,179,42,149,0,0,1,2,0,0,5,41,7,82,0,1,0,0,9,0,0,448,7,0,1,37,0,26,0,0,0,7,0,3,0,0,0,42,16,0,0,0,0,5,0,4,1,14,0,0,16,3,0,39,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,14,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,88,0,0,0,6,0,0,0,0,0,0,0,1,64,0,0,7,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subrockGSEd16,1051,4,F4,2016,goose,goose_southeast,rock,substrate,substrate,meso_quadrat,na,na,695,19,352,0,82,39,0,208,502,431,0,46,37,19,0,0,0,18,0,0,46,28,39,24,0,0,0,0,0,0,14,421,38,0,0,0,0,9,0,18,0,9,0,13,0,0,0,60,0,0,0,0,0,12,43,195,50,5,80,0,0,7,0,0,0,0,29,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
subshellGSEa16,1055,4,B2,2016,goose,goose_southeast,shell,substrate,substrate,meso_quadrat,na,na,0,0,35,125,119,21,0,259,1766,519,309,170,0,19,450,342,0,0,39,27,0,80,223,775,21,228,0,0,0,0,0,1336,0,6,0,957,0,0,0,0,0,28,0,67,0,0,0,0,5,0,0,0,0,0,0,0,0,0,29,0,0,0,0,14,0,0,449,0,0,19,0,16,6,0,81,0,17,0,0,0,0,31,0,0,0,28,0,0,0,0,0,0,0,0,0,7,0,0,0,50,16,62,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
