SampleID,year,region,site,meso_quadrat_id,host_type,sample_type,survey_type,ASV2,ASV4,ASV6,ASV8,ASV18,ASV28,ASV34,ASV41,ASV46,ASV49,ASV53,ASV56,ASV60,ASV61,ASV64,ASV73,ASV75,ASV80,ASV88,ASV99,ASV108,ASV110,ASV111,ASV112,ASV125,ASV127,ASV130,ASV131,ASV140,ASV147,ASV152,ASV156,ASV159,ASV160,ASV162,ASV177,ASV180,ASV193,ASV201,ASV203,ASV222,ASV229,ASV231,ASV237,ASV243,ASV245,ASV247,ASV250,ASV253,ASV254,ASV271,ASV286,ASV287,ASV300,ASV302,ASV304,ASV311,ASV320,ASV324,ASV327,ASV343,ASV357,ASV360,ASV363,ASV364,ASV365,ASV369,ASV382,ASV423,ASV426,ASV437,ASV467,ASV468,ASV480,ASV483,ASV491,ASV494,ASV518,ASV528,ASV550,ASV553,ASV562,ASV564,ASV566,ASV575,ASV581,ASV589,ASV607,ASV609,ASV616,ASV630,ASV639,ASV642,ASV645,ASV673,ASV682,ASV685,ASV689,ASV692,ASV693,ASV720,ASV725,ASV732,ASV750,ASV756,ASV760,ASV779,ASV785,ASV792,ASV794,ASV800,ASV801,ASV804,ASV840,ASV843,ASV864,ASV867,ASV869,ASV877,ASV898,ASV915,ASV923,ASV924,ASV942,ASV962,ASV965,ASV1008,ASV1039,ASV1041,ASV1046,ASV1050,ASV1075,ASV1088,ASV1107,ASV1141,ASV1144,ASV1155,ASV1162,ASV1168,ASV1192,ASV1196,ASV1219,ASV1236,ASV1263,ASV1294,ASV1344,ASV1361,ASV1373,ASV1374,ASV1381,ASV1388,ASV1393,ASV1417,ASV1419,ASV1433,ASV1439,ASV1440,ASV1443,ASV1467,ASV1489,ASV1492,ASV1501,ASV1506,ASV1513,ASV1566,ASV1570,ASV1592
SedPBPE18,2018,pruth,pruth_pocket,5,sediment,sediment,meso_quadrat,12,39,0,93,0,0,10,27,0,0,1,469,6,0,14,0,0,0,0,0,1,10,0,0,2,0,0,0,0,0,29,0,1,230,0,0,0,0,0,0,0,0,18,0,0,0,14,0,0,0,0,2,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SedPBPF18,2018,pruth,pruth_pocket,6,sediment,sediment,meso_quadrat,0,1,0,0,0,0,4,7,0,0,12,578,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,3,0,299,0,0,0,0,0,0,0,2,6,0,0,0,5,0,2,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SedPBSA18,2018,pruth,pruth_bay_south,1,sediment,sediment,meso_quadrat,0,103,0,254,0,0,0,170,0,0,12,15,7,60,76,0,0,0,34,0,18,0,0,0,2,0,0,0,0,0,0,13,3,1,0,0,9,0,0,0,0,3,14,0,0,0,14,0,15,0,0,1,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,95,12,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedPBSB18,2018,pruth,pruth_bay_south,2,sediment,sediment,meso_quadrat,0,346,0,0,0,0,0,97,0,0,0,321,22,0,27,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedPBSC18,2018,pruth,pruth_bay_south,3,sediment,sediment,meso_quadrat,0,117,0,0,0,0,5,236,0,0,15,69,0,58,107,0,0,0,8,0,31,0,0,0,0,0,0,0,0,0,0,8,2,28,0,0,1,0,0,0,0,0,39,0,0,0,22,0,5,0,82,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,5,0,0,0,103,13,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedPBSD17,2017,pruth,pruth_bay_south,7,sediment,sediment,meso_quadrat,0,189,0,0,0,0,0,204,0,0,0,19,0,58,19,0,0,0,5,0,11,0,0,0,24,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,128,0,0,0,93,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedPBSD18,2018,pruth,pruth_bay_south,4,sediment,sediment,meso_quadrat,0,108,0,0,0,0,0,205,0,0,2,13,6,57,153,0,0,0,40,0,15,1,0,0,0,0,0,0,0,0,9,33,0,14,0,0,15,0,0,0,0,1,56,0,0,0,16,0,4,0,0,4,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,4,0,0,2,0,31,0,0,0,71,29,6,0,15,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SedPBSF18,2018,pruth,pruth_bay_south,6,sediment,sediment,meso_quadrat,0,218,0,0,0,0,9,113,0,0,4,152,12,20,144,0,0,0,0,0,24,0,0,0,9,0,0,0,0,0,0,19,0,125,0,0,0,0,0,0,0,0,7,0,0,0,12,2,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedTQNA17,2017,triquet,triquet_north,1,sediment,sediment,meso_quadrat,0,791,0,0,0,0,68,70,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,0,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedTQNA18,2018,triquet,triquet_north,1,sediment,sediment,meso_quadrat,0,896,0,0,0,0,8,2,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SedTQNB17,2017,triquet,triquet_north,2,sediment,sediment,meso_quadrat,0,908,0,0,1,0,0,30,0,0,0,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,42,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedTQNB18,2018,triquet,triquet_north,2,sediment,sediment,meso_quadrat,0,935,0,0,0,0,8,1,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedTQNC17,2017,triquet,triquet_north,3,sediment,sediment,meso_quadrat,0,969,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedTQNC18,2018,triquet,triquet_north,3,sediment,sediment,meso_quadrat,0,980,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedTQND17,2017,triquet,triquet_north,5,sediment,sediment,meso_quadrat,0,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedTQND18,2018,triquet,triquet_north,4,sediment,sediment,meso_quadrat,0,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedTQNE17,2017,triquet,triquet_north,4,sediment,sediment,meso_quadrat,0,590,0,90,8,0,22,87,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,94,0,0,2,0,0,0,7,0,38,0,0,0,3,0,2,0,0,0,0,0,0,4,0,0,0,4,3,0,2,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
SedTQNE18,2018,triquet,triquet_north,5,sediment,sediment,meso_quadrat,0,965,0,0,0,0,3,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedTQNF18,2018,triquet,triquet_north,6,sediment,sediment,meso_quadrat,0,969,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedTQSA18,2018,triquet,triquet_south,1,sediment,sediment,meso_quadrat,0,970,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedTQSB17,2017,triquet,triquet_south,1,sediment,sediment,meso_quadrat,0,849,0,0,0,0,0,37,0,0,2,2,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SedTQSB18,2018,triquet,triquet_south,2,sediment,sediment,meso_quadrat,1,515,0,0,0,0,16,13,0,0,1,2,0,2,380,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,1,0,42,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,2,2,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SedTQSC17,2017,triquet,triquet_south,3,sediment,sediment,meso_quadrat,0,775,0,0,0,0,0,60,0,0,0,8,9,4,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedTQSC18,2018,triquet,triquet_south,3,sediment,sediment,meso_quadrat,0,979,0,0,0,0,2,4,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SedTQSD17,2017,triquet,triquet_south,4,sediment,sediment,meso_quadrat,0,861,0,0,0,0,14,52,0,0,8,4,1,14,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SedTQSD18,2018,triquet,triquet_south,4,sediment,sediment,meso_quadrat,0,905,0,0,0,0,0,2,0,0,0,8,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SedTQSE17,2017,triquet,triquet_south,5,sediment,sediment,meso_quadrat,0,897,0,0,0,0,0,31,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SedTQSE18,2018,triquet,triquet_south,5,sediment,sediment,meso_quadrat,0,781,0,0,0,0,19,7,0,0,0,0,4,2,119,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SedTQSF18,2018,triquet,triquet_south,6,sediment,sediment,meso_quadrat,0,937,0,0,0,0,0,4,0,0,0,5,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SmithCISe,2015,choked,choked_sandspit,35,epiphyte,epiphyte,epi_survey,0,0,0,128,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subrockTQSb16,2016,triquet,triquet_south,na,substrate,substrate,meso_quadrat,1,378,0,86,0,0,0,2,0,0,0,0,0,0,0,1,0,1,19,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,4,0,0,199,0,0,0,0,0,0,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subrockTQSc16,2016,triquet,triquet_south,na,substrate,substrate,meso_quadrat,42,48,0,184,24,8,1,12,1,0,0,0,0,0,0,11,0,1,14,1,10,1,0,0,25,0,0,0,0,11,0,0,0,12,0,0,0,0,0,170,0,11,1,0,0,0,0,0,2,0,0,0,165,0,2,0,0,0,0,20,0,0,9,6,0,0,6,0,0,0,4,0,0,3,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
subshellCFIa16,2016,choked,choked_flat_island,na,substrate,substrate,meso_quadrat,0,211,0,135,0,2,0,89,0,0,0,0,86,17,1,0,0,19,0,0,0,0,0,6,62,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,30,4,6,0,0,0,0,0,62,85,0,0,155,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellCFIb16,2016,choked,choked_flat_island,na,substrate,substrate,meso_quadrat,0,0,0,51,22,13,0,31,119,0,0,0,68,0,0,0,0,23,98,0,0,0,0,0,0,0,0,0,0,0,50,0,0,5,0,0,146,0,0,0,43,17,0,0,0,0,0,13,59,0,0,0,87,0,8,0,0,0,0,0,27,0,0,0,0,0,22,39,0,0,0,30,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subshellCFIc16,2016,choked,choked_flat_island,na,substrate,substrate,meso_quadrat,0,0,0,818,0,3,0,6,1,0,12,4,4,0,0,0,0,5,0,0,0,0,0,1,56,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,10,0,2,0,0,0,13,1,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
