"","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Rank7","Accession"
"ASV965","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","uncultured",NA,NA
"ASV967","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Jannaschia",NA,NA
"ASV971","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","uncultured","uncultured_bacterium",NA,NA
"ASV973","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured_Verrucomicrobium_sp.",NA,NA
"ASV989","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV991","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter",NA,NA
"ASV996","Bacteria","Aegiribacteria","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV1012","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XII","Fusibacter",NA,NA
"ASV1016","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV1017","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","PS1_clade","uncultured_bacterium",NA,NA
"ASV1018","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Campbellbacteria","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV1022","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea",NA,NA
"ASV1023","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga",NA,NA
"ASV1025","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured",NA,NA
"ASV1033","Bacteria","Planctomycetes","BD7-11","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV1036","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Hypnocyclicus",NA,NA
"ASV1043","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured",NA,NA
"ASV1063","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","uncultured",NA,NA
"ASV1064","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Candidatus_Thiosymbion",NA,NA
"ASV1068","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","marine_gamma_proteobacterium_HTCC2089","marine_gamma_proteobacterium_HTCC2089",NA,NA
"ASV1070","Bacteria","Actinobacteria","Actinobacteria","PeM15","uncultured_soil_bacterium","uncultured_soil_bacterium",NA,NA
"ASV1071","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,NA
"ASV1072","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseovarius",NA,NA
"ASV1074","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",NA,NA
"ASV1077","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Psychroflexus",NA,NA
"ASV1083","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Croceitalea",NA,NA
"ASV1087","Bacteria","Proteobacteria","Gammaproteobacteria","AT-s2-59","uncultured_sediment_bacterium","uncultured_sediment_bacterium",NA,NA
"ASV1092","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","uncultured",NA,NA
"ASV1102","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Teredinibacter",NA,NA
"ASV1111","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA,NA
"ASV1114","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","SB-5","uncultured_sediment_bacterium",NA,NA
"ASV1119","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Filomicrobium",NA,NA
"ASV1128","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,NA
"ASV1142","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Leeuwenhoekiella",NA,NA
"ASV1144","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA,NA
"ASV1147","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algibacter",NA,NA
"ASV1149","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","Cryomorpha",NA,NA
"ASV1158","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353_marine_group","uncultured_marine_bacterium","uncultured_marine_bacterium",NA,NA
"ASV1164","Bacteria","Verrucomicrobia","Verrucomicrobiae","LD1-PB3","uncultured_rumen_bacterium","uncultured_rumen_bacterium",NA,NA
"ASV1199","Bacteria","Gemmatimonadetes","BD2-11_terrestrial_group","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV1200","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Acidovorax",NA,NA
"ASV1207","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353_marine_group","uncultured_gamma_proteobacterium","uncultured_gamma_proteobacterium",NA,NA
"ASV1214","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169_marine_group","uncultured_bacterium",NA,NA
"ASV1223","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter",NA,NA
"ASV1225","Bacteria","Proteobacteria","Gammaproteobacteria","OM182_clade","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV1229","Bacteria","Modulibacteria","Moduliflexia","Moduliflexales","Moduliflexaceae","uncultured_bacterium",NA,NA
"ASV1246","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",NA,NA
"ASV1254","Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","uncultured_delta_proteobacterium","uncultured_delta_proteobacterium",NA,NA
"ASV1256","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Aliiroseovarius",NA,NA
"ASV1259","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium",NA,NA
"ASV1328","Bacteria","Acidobacteria","Subgroup_22","uncultured_delta_proteobacterium","uncultured_delta_proteobacterium","uncultured_delta_proteobacterium",NA,NA
"ASV1330","Bacteria","Actinobacteria","Actinobacteria","PeM15","uncultured_Actinomycetales_bacterium","uncultured_Actinomycetales_bacterium",NA,NA
"ASV1335","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","uncultured",NA,NA
"ASV1358","Bacteria","Planctomycetes","OM190","unidentified_planctomycete","unidentified_planctomycete","unidentified_planctomycete",NA,NA
"ASV1372","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Cardinium",NA,NA
"ASV1378","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured_bacterium",NA,NA
"ASV1380","Bacteria","Cloacimonetes","Cloacimonadia","Cloacimonadales","MSBL8","uncultured_bacterium",NA,NA
"ASV1394","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","uncultured",NA,NA
"ASV1397","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus",NA,NA
"ASV1405","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","OCS116_clade","uncultured_marine_bacterium",NA,NA
"ASV1418","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA,NA
"ASV1426","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Moritellaceae","Moritella",NA,NA
"ASV1440","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",NA,NA
"ASV1447","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","uncultured",NA,NA
"ASV1450","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,NA
"ASV1452","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia",NA,NA
"ASV1461","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus",NA,NA
"ASV1466","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gillisia",NA,NA
"ASV1483","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisella",NA,NA
"ASV1487","Bacteria","Gemmatimonadetes","PAUC43f_marine_benthic_group","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV1503","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV1510","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidetes_VC2.1_Bac22","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV1539","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA,NA
"ASV1548","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera",NA,NA
"ASV1562","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Microtrichaceae","IMCC26207",NA,NA
"ASV1569","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","uncultured_soil_bacterium",NA,NA
"ASV1574","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","uncultured_Acidobacteria_bacterium","uncultured_Acidobacteria_bacterium",NA,NA
"ASV1575","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter_clade_NAC11-7_lineage",NA,NA
"ASV1577","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Marinagarivorans",NA,NA
"ASV1590","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","uncultured_alpha_proteobacterium",NA,NA
"ASV1607","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","uncultured_marine_bacterium",NA,NA
"ASV1619","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","Owenweeksia",NA,NA
"ASV1631","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured_marine_bacterium",NA,NA
"ASV1639","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","Aestuariispira",NA,NA
"ASV1647","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Enterovibrio",NA,NA
"ASV1650","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter_clade_CHAB-I-5_lineage",NA,NA
"ASV1668","Bacteria","Acidobacteria","Subgroup_17","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV1673","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","RS62_marine_group",NA,NA
"ASV1677","Bacteria","Marinimicrobia_(SAR406_clade)","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV1689","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter_1",NA,NA
"ASV1700","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured_bacterium",NA,NA
"ASV1702","Bacteria","Acidobacteria","Subgroup_21","uncultured_Acidobacteria_bacterium","uncultured_Acidobacteria_bacterium","uncultured_Acidobacteria_bacterium",NA,NA
"ASV1708","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","uncultured",NA,NA
"ASV1729","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas",NA,NA
"ASV1765","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Maritimimonas",NA,NA
"ASV1790","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Pelagicoccus",NA,NA
"ASV1794","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae","Desulfatiglans",NA,NA
"ASV1795","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira",NA,NA
"ASV1798","Bacteria","Kiritimatiellaeota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae","R76-B128",NA,NA
"ASV1800","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Psychrosphaera",NA,NA
"ASV1816","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Spongiimicrobium",NA,NA
"ASV1819","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19_marine_sediment_group",NA,NA
"ASV1849","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Robiginitalea",NA,NA
"ASV1861","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Ponticaulis",NA,NA
"ASV1870","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax",NA,NA
"ASV1879","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Gimesiaceae","uncultured",NA,NA
"ASV1918","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","SEEP-SRB1",NA,NA
"ASV1925","Bacteria","Chloroflexi","KD4-96","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV1963","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA,NA
"ASV1964","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae","uncultured",NA,NA
"ASV1966","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella",NA,NA
"ASV1967","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Oleibacter",NA,NA
"ASV1988","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","uncultured_soil_bacterium",NA,NA
"ASV1989","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Diplosphaera",NA,NA
"ASV1999","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Bythopirellula",NA,NA
"ASV2000","Archaea","Nanoarchaeaeota","Woesearchaeia","unidentified_archaeon","unidentified_archaeon","unidentified_archaeon",NA,NA
"ASV2015","Bacteria","Latescibacteria","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV2022","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","uncultured",NA,NA
"ASV2041","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","uncultured","uncultured_bacterium",NA,NA
"ASV2045","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Psychromonadaceae","Agarivorans",NA,NA
"ASV2059","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfatitalea",NA,NA
"ASV2062","Bacteria","Acidobacteria","Subgroup_9","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV2068","Bacteria","Dependentiae","Babeliae","Babeliales","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV2077","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna",NA,NA
"ASV2092","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Halobacteriovorax",NA,NA
"ASV2098","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Arcticiflavibacter",NA,NA
"ASV2119","Bacteria","Chloroflexi","Anaerolineae","uncultured","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV2132","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax",NA,NA
"ASV2135","Bacteria","Cyanobacteria","Sericytochromatia","uncultured_soil_bacterium","uncultured_soil_bacterium","uncultured_soil_bacterium",NA,NA
"ASV2137","Bacteria","Proteobacteria","Gammaproteobacteria","OM182_clade","marine_gamma_proteobacterium_HTCC2180","marine_gamma_proteobacterium_HTCC2180",NA,NA
"ASV2143","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus",NA,NA
"ASV2145","Archaea","Thaumarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus",NA,NA
"ASV2155","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","uncultured","bacterium_DG948",NA,NA
"ASV2164","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41","uncultured_Verrucomicrobia_bacterium","uncultured_Verrucomicrobia_bacterium",NA,NA
"ASV2196","Bacteria","Planctomycetes","OM190","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV2200","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","NS7_marine_group","uncultured_Flavobacteriia_bacterium",NA,NA
"ASV2201","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Algimonas",NA,NA
"ASV2204","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","uncultured_Sphingobacteriia_bacterium",NA,NA
"ASV2205","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum",NA,NA
"ASV2215","Bacteria","Aegiribacteria","uncultured_sediment_bacterium","uncultured_sediment_bacterium","uncultured_sediment_bacterium","uncultured_sediment_bacterium",NA,NA
"ASV2218","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Maricaulis",NA,NA
"ASV2245","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae","Pelobacter",NA,NA
"ASV2247","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","uncultured_delta_proteobacterium","uncultured_delta_proteobacterium",NA,NA
"ASV2249","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","SB-5","uncultured_soil_bacterium",NA,NA
"ASV2269","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter",NA,NA
"ASV2273","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured_Bacteroidetes_bacterium",NA,NA
"ASV2282","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium",NA,NA
"ASV2325","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02",NA,NA
"ASV2326","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353_marine_group","uncultured_sediment_bacterium","uncultured_sediment_bacterium",NA,NA
"ASV2330","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Halochromatium",NA,NA
"ASV2341","Bacteria","Proteobacteria","Gammaproteobacteria","B2M28","uncultured_sediment_bacterium","uncultured_sediment_bacterium",NA,NA
"ASV2348","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",NA,NA
"ASV2358","Archaea","Asgardaeota","Lokiarchaeia","uncultured_archaeon","uncultured_archaeon","uncultured_archaeon",NA,NA
"ASV2365","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacterium",NA,NA
"ASV2386","Bacteria","Chloroflexi","Anaerolineae","SJA-15","uncultured_soil_bacterium","uncultured_soil_bacterium",NA,NA
"ASV2406","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","unidentified_proteobacterium","unidentified_proteobacterium",NA,NA
"ASV2417","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","uncultured",NA,NA
"ASV2435","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","[Polaribacter]_huanghezhanensis",NA,NA
"ASV2442","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Nitrosomonas",NA,NA
"ASV2450","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter_4",NA,NA
"ASV2451","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA,NA
"ASV2475","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","NS10_marine_group",NA,NA
"ASV2482","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae","Parvularcula",NA,NA
"ASV2493","Bacteria","Proteobacteria","Alphaproteobacteria","NRL2","Lutibaculum_sp.","Lutibaculum_sp.",NA,NA
"ASV2516","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium",NA,NA
"ASV2517","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA,NA
"ASV2522","Bacteria","Cyanobacteria","Oxyphotobacteria","uncultured","uncultured_cyanobacterium","uncultured_cyanobacterium",NA,NA
"ASV2534","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Moranbacteria","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV2537","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,NA
"ASV2552","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","uncultured_sediment_bacterium",NA,NA
"ASV2565","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","uncultured",NA,NA
"ASV2613","Bacteria","Proteobacteria","Gammaproteobacteria","BD7-8","uncultured_marine_bacterium","uncultured_marine_bacterium",NA,NA
"ASV2643","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","Blastocatella",NA,NA
"ASV2663","Bacteria","Proteobacteria","Deltaproteobacteria","PB19","uncultured_delta_proteobacterium","uncultured_delta_proteobacterium",NA,NA
"ASV2671","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA,NA
"ASV2674","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","uncultured",NA,NA
"ASV2683","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_IV","uncultured_bacterium",NA,NA
"ASV2689","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfocapsa",NA,NA
"ASV2720","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","C1-B045",NA,NA
"ASV2725","Bacteria","Latescibacteria","Latescibacteria","Latescibacterales","Latescibacteraceae","uncultured_marine_bacterium",NA,NA
"ASV2751","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Brumimicrobium",NA,NA
"ASV2755","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured_bacterium",NA,NA
"ASV2757","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aquamicrobium",NA,NA
"ASV2762","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Psychrilyobacter",NA,NA
"ASV2772","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Maritalea",NA,NA
"ASV2774","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Paraperlucidibaca",NA,NA
"ASV2778","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","uncultured",NA,NA
"ASV2782","Bacteria","Proteobacteria","Deltaproteobacteria","Sva0485","uncultured_sediment_bacterium","uncultured_sediment_bacterium",NA,NA
"ASV2791","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter",NA,NA
"ASV2801","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodovibrionales","Kiloniellaceae","uncultured",NA,NA
"ASV2820","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","uncultured",NA,NA
"ASV2822","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA,NA
"ASV2828","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","uncultured",NA,NA
"ASV2836","Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV2847","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Alkanindiges",NA,NA
"ASV2867","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","IS-44",NA,NA
"ASV2869","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,NA
"ASV2874","Bacteria","Acidobacteria","Aminicenantia","Aminicenantales","uncultured_bacterium","uncultured_bacterium",NA,NA
"ASV2888","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pelagicola",NA,NA
"ASV2894","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","uncultured_bacterium",NA,NA
"ASV2913","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA,NA
"ASV2936","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas",NA,NA
"ASV2939","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Marine_Methylotrophic_Group_3",NA,NA
"ASV2952","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter",NA,NA
"ASV2956","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","uncultured_Flavobacteriia_bacterium",NA,NA
"ASV2992","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodopirillaceae","Defluviicoccus",NA,NA
"ASV2995","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA,NA
"ASV3019","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ponticoccus",NA,NA
"ASV3047","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","Desulfomonile",NA,NA
