"year","date","site","sample","size","taxon"
2014,"8/4/2014","triquet south","9",2.8,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2.8,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2.8,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2.8,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2.8,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2.8,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",2,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1.4,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",1,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.71,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","9",0.5,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",8,"Caprella.californica"
2014,"8/4/2014","triquet south","10",5.6,"Caprella.californica"
2014,"8/4/2014","triquet south","10",5.6,"Caprella.californica"
2014,"8/4/2014","triquet south","10",5.6,"Caprella.californica"
2014,"8/4/2014","triquet south","10",5.6,"Caprella.californica"
2014,"8/4/2014","triquet south","10",5.6,"Caprella.californica"
2014,"8/4/2014","triquet south","10",5.6,"Caprella.californica"
2014,"8/4/2014","triquet south","10",5.6,"Caprella.californica"
2014,"8/4/2014","triquet south","10",5.6,"Caprella.californica"
2014,"8/4/2014","triquet south","10",5.6,"Caprella.californica"
2014,"8/4/2014","triquet south","10",5.6,"Caprella.californica"
2014,"8/4/2014","triquet south","10",5.6,"Caprella.californica"
2014,"8/4/2014","triquet south","10",4,"Caprella.californica"
2014,"8/4/2014","triquet south","10",4,"Caprella.californica"
2014,"8/4/2014","triquet south","10",4,"Caprella.californica"
2014,"8/4/2014","triquet south","10",4,"Caprella.californica"
2014,"8/4/2014","triquet south","10",4,"Caprella.californica"
2014,"8/4/2014","triquet south","10",4,"Caprella.californica"
2014,"8/4/2014","triquet south","10",4,"Caprella.californica"
