"Sample","year","region_year","region","site_quadrat_id","site","host_species","host_type","sample_type","survey_type","quadrat_id","meso_shoot_id","ASV24","ASV6","ASV22","ASV18","ASV4","ASV21","ASV28","ASV222","ASV167","ASV54","ASV196","ASV227","ASV246","ASV326","ASV43","ASV216","ASV257","ASV341","ASV640","ASV401","ASV117","ASV524","ASV89","ASV104","ASV11","ASV312","ASV211","ASV1023","ASV351","ASV990","ASV113","ASV305","ASV523","ASV960","ASV1761","ASV39","ASV173","ASV203","ASV210","ASV2365","ASV436","ASV683","ASV718","ASV1161","ASV13","ASV459","ASV1464","ASV1483","ASV3","ASV1149","ASV1795","ASV2671","ASV425","ASV1037","ASV119","ASV1310","ASV1434","ASV34","ASV342","ASV358","ASV369","ASV44","ASV530","ASV622","ASV1230","ASV1335","ASV1639","ASV165","ASV2146","ASV3316","ASV780","ASV1018","ASV1033","ASV107","ASV1074","ASV1091","ASV1148","ASV2330","ASV251","ASV2747","ASV281","ASV379","ASV5","ASV671","ASV765","ASV945","ASV1404","ASV185","ASV2068","ASV239","ASV2913","ASV2931","ASV3082","ASV352","ASV403","ASV800","ASV9","ASV1036","ASV1207","ASV1254","ASV1307","ASV132","ASV1394","ASV1574","ASV1668","ASV1700","ASV1788","ASV1820","ASV1868","ASV2155","ASV2247","ASV2250","ASV2266","ASV2326","ASV2482","ASV2522","ASV2534","ASV2673","ASV2720","ASV2759","ASV330","ASV3510","ASV3570","ASV3831","ASV3857","ASV392","ASV4061","ASV4080","ASV4101","ASV47","ASV661","ASV891","ASV1012","ASV1017","ASV1068","ASV1070","ASV1087","ASV1119","ASV1127","ASV1128","ASV1144","ASV1158","ASV1164","ASV1199","ASV1214","ASV1225","ASV1328","ASV133","ASV1330","ASV1358","ASV1378","ASV1380","ASV1390","ASV1405","ASV1426","ASV1436","ASV1487","ASV153","ASV1548","ASV1645","ASV17","ASV1702","ASV1708","ASV1735","ASV1794","ASV1879","ASV1912","ASV1964","ASV198","ASV1989","ASV2000","ASV2015","ASV2041","ASV2119","ASV2135","ASV2164","ASV2215","ASV224","ASV226","ASV2282","ASV2328","ASV2339","ASV2341","ASV2358","ASV2360","ASV2406","ASV2451","ASV2485","ASV2493","ASV2509","ASV2516","ASV2517","ASV2613","ASV2643","ASV2663","ASV2683","ASV2725","ASV2762","ASV2778","ASV2796","ASV2801","ASV2820","ASV2836","ASV286","ASV2874","ASV2926","ASV2992","ASV3047","ASV3057","ASV3114","ASV3134","ASV3153","ASV3217","ASV3220","ASV3269","ASV3271","ASV3284","ASV3324","ASV3368","ASV3378","ASV3384","ASV3395","ASV3462","ASV3467","ASV3488","ASV3505","ASV3543","ASV3614","ASV3627","ASV3655","ASV3657","ASV368","ASV3714","ASV383","ASV3880","ASV3885","ASV3905","ASV3925","ASV3951","ASV3999","ASV4113","ASV4119","ASV4133","ASV417","ASV4183","ASV559","ASV57","ASV590","ASV619","ASV656","ASV660","ASV668","ASV674","ASV678","ASV679","ASV687","ASV720","ASV737","ASV750","ASV763","ASV775","ASV777","ASV837","ASV858","ASV887","ASV913","ASV996"
"ZosGSWoldC",2015,"goose_2015","goose","goose_south_west_4","goose_south_west","zostera_marina","zostera","leaf_old","meso_quadrat",4,"b",6,19,60,1,0,32,20,65,0,12,0,40,1,2,6,4,0,0,2,14,0,5,0,11,0,14,17,1,0,0,0,0,0,2,6,0,1,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,2,1,0,2,0,0,0,0,0,0,3,0,1,4,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosMcNoldA",2015,"mcmullins_2015","mcmullins","mcmullins_north_1","mcmullins_north","zostera_marina","zostera","leaf_old","meso_quadrat",1,"a",34,0,22,1,0,64,8,0,8,5,0,1,0,2,13,3,0,2,0,2,0,0,0,3,0,1,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosTQNoldB",2015,"triquet_2015","triquet","triquet_north_5","triquet_north","zostera_marina","zostera","leaf_old","meso_quadrat",5,"d",16,1,33,15,0,64,12,0,4,17,0,37,0,7,11,3,0,1,6,5,0,1,0,5,0,12,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosCSPoldG",2015,"choked_2015","choked","choked_inner_NA","choked_inner","zostera_marina","zostera","leaf_old","meso_quadrat",NA,"na",64,2,3,3,0,6,32,0,2,0,0,4,1,0,4,0,0,0,0,0,0,4,0,4,0,1,1,0,0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosTQSoldF",2015,"triquet_2015","triquet","triquet_south_2","triquet_south","zostera_marina","zostera","leaf_old","meso_quadrat",2,"f",62,6,21,2,0,15,20,0,5,16,0,1,0,0,10,2,0,0,0,0,0,0,0,2,0,11,9,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosTQSoldE18",2018,"triquet_2018","triquet","triquet_south_5","triquet_south","zostera_marina","zostera","leaf_old","meso_quadrat",5,"na",62,12,40,1,0,6,52,1,2,39,0,15,0,7,6,3,0,1,0,3,0,2,0,3,0,2,5,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosPBPoldB18",2018,"pruth_2018","pruth","pruth_pocket_2","pruth_pocket","zostera_marina","zostera","leaf_old","meso_quadrat",2,"na",38,10,61,0,0,26,19,0,0,10,0,6,0,2,28,5,0,0,0,1,0,1,0,9,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosMcSoldE",2015,"mcmullins_2015","mcmullins","mcmullins_south_5","mcmullins_south","zostera_marina","zostera","leaf_old","meso_quadrat",5,"e",58,6,61,9,1,50,23,0,25,34,0,12,0,5,30,2,0,1,3,0,0,3,0,21,1,14,3,0,4,1,2,12,0,0,0,0,0,0,1,0,0,6,1,1,1,3,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,1,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosPBPoldF18",2018,"pruth_2018","pruth","pruth_pocket_6","pruth_pocket","zostera_marina","zostera","leaf_old","meso_quadrat",6,"na",61,9,29,0,0,6,27,0,0,1,0,2,0,0,14,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosGSEoldF",2015,"goose_2015","goose","goose_south_east_2","goose_south_east","zostera_marina","zostera","leaf_old","meso_quadrat",2,"meow",45,6,24,24,0,60,38,15,1,20,0,13,4,5,21,2,0,1,1,4,0,7,0,10,0,14,6,3,0,0,1,2,0,0,3,0,0,0,2,0,0,5,7,3,1,1,0,0,0,2,0,6,6,5,0,0,0,0,1,0,0,0,3,0,1,0,0,3,0,1,1,1,0,0,0,1,0,0,0,3,3,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosTQSoldF18",2018,"triquet_2018","triquet","triquet_south_6","triquet_south","zostera_marina","zostera","leaf_old","meso_quadrat",6,"na",47,4,14,1,0,1,60,0,3,28,0,5,0,3,2,1,0,1,0,1,0,2,0,4,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosGSWoldE",2015,"goose_2015","goose","goose_south_west_6","goose_south_west","zostera_marina","zostera","leaf_old","meso_quadrat",6,"d",32,38,59,2,0,11,34,5,0,10,0,17,0,1,4,1,0,0,3,2,0,0,0,1,0,6,10,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosCSSoldA18",2018,"choked_2018","choked","choked_sandspit_1","choked_sandspit","zostera_marina","zostera","leaf_old","meso_quadrat",1,"na",59,1,19,17,0,6,12,0,16,9,0,13,12,2,12,0,0,0,0,0,0,2,0,5,0,0,1,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosTQSoldD17",2017,"triquet_2017","triquet","triquet_south_4","triquet_south","zostera_marina","zostera","leaf_old","meso_quadrat",4,"na",34,8,35,6,0,6,59,0,0,17,0,1,0,2,1,1,0,0,0,0,0,1,0,2,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosTQSoldC17",2017,"triquet_2017","triquet","triquet_south_3","triquet_south","zostera_marina","zostera","leaf_old","meso_quadrat",3,"na",17,17,55,2,0,2,59,0,0,19,0,8,0,7,5,1,0,0,0,0,0,1,0,3,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosCIoldD17",2017,"choked_2017","choked","choked_inner_4","choked_inner","zostera_marina","zostera","leaf_old","meso_quadrat",4,"na",4,9,0,1,59,3,1,0,0,0,0,6,3,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosGSWoldB",2015,"goose_2015","goose","goose_south_west_3","goose_south_west","zostera_marina","zostera","leaf_old","meso_quadrat",3,"c",44,32,58,14,0,24,44,39,0,13,0,37,0,3,10,2,0,1,2,4,0,1,0,9,1,12,14,0,0,7,0,0,0,1,1,0,0,0,3,0,0,1,9,4,1,0,1,0,3,1,0,0,3,5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosGSWoldA",2015,"goose_2015","goose","goose_south_west_1","goose_south_west","zostera_marina","zostera","leaf_old","meso_quadrat",1,"a",10,27,58,1,0,17,17,37,0,8,0,14,2,1,9,1,0,0,3,8,0,4,0,10,0,11,8,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosGSWoldD",2015,"goose_2015","goose","goose_south_west_2","goose_south_west","zostera_marina","zostera","leaf_old","meso_quadrat",2,"e",8,24,58,0,0,19,20,31,0,4,0,4,1,1,5,6,0,0,2,8,0,3,0,8,0,3,5,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZosMcSoldA",2015,"mcmullins_2015","mcmullins","mcmullins_south_1","mcmullins_south","zostera_marina","zostera","leaf_old","meso_quadrat",1,"b",56,2,51,4,0,57,24,0,6,20,0,8,1,5,26,3,0,2,2,3,0,1,0,15,0,6,1,1,3,1,1,6,0,0,0,0,1,0,0,0,0,4,1,1,1,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
