SampleID,year,region,site_quadrat_id,site,host_type,survey_type,sample_type,meso_quadrat_id,ASV2,ASV4,ASV6,ASV8,ASV16,ASV18,ASV19,ASV28,ASV34,ASV35,ASV41,ASV46,ASV49,ASV53,ASV56,ASV61,ASV64,ASV73,ASV75,ASV80,ASV99,ASV108,ASV110,ASV111,ASV112,ASV127,ASV130,ASV131,ASV137,ASV140,ASV147,ASV152,ASV156,ASV159,ASV160,ASV162,ASV180,ASV183,ASV193,ASV201,ASV203,ASV222,ASV223,ASV229,ASV231,ASV237,ASV243,ASV245,ASV247,ASV250,ASV252,ASV253,ASV254,ASV271,ASV286,ASV300,ASV302,ASV304,ASV311,ASV320,ASV324,ASV331,ASV343,ASV350,ASV357,ASV360,ASV363,ASV364,ASV365,ASV369,ASV382,ASV423,ASV426,ASV437,ASV467,ASV468,ASV480,ASV483,ASV491,ASV494,ASV518,ASV550,ASV553,ASV564,ASV575,ASV581,ASV589,ASV605,ASV607,ASV609,ASV630,ASV638,ASV639,ASV642,ASV645,ASV673,ASV682,ASV684,ASV685,ASV689,ASV692,ASV693,ASV720,ASV750,ASV756,ASV760,ASV785,ASV788,ASV792,ASV794,ASV800,ASV801,ASV804,ASV835,ASV840,ASV843,ASV863,ASV864,ASV867,ASV869,ASV877,ASV898,ASV915,ASV922,ASV924,ASV942,ASV965,ASV1008,ASV1034,ASV1039,ASV1041,ASV1046,ASV1050,ASV1072,ASV1075,ASV1088,ASV1107,ASV1141,ASV1144,ASV1155,ASV1162,ASV1168,ASV1179,ASV1192,ASV1196,ASV1219,ASV1236,ASV1249,ASV1263,ASV1294,ASV1344,ASV1361,ASV1362,ASV1373,ASV1374,ASV1393,ASV1417,ASV1419,ASV1422,ASV1439,ASV1440,ASV1467,ASV1489,ASV1492,ASV1501,ASV1506,ASV1513,ASV1557,ASV1566,ASV1570,ASV1589,ASV1592
ZosGSEoldB,2015,goose,goose_south_east_6,goose_south_east,zostera,meso_quadrat,leaf_old,6,46,0,6,3,13,60,3,6,36,16,4,0,0,0,0,12,0,0,0,0,6,31,0,3,0,0,0,0,0,27,4,0,1,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSEoldB16,2016,goose,goose_south_east_3,goose_south_east,zostera,meso_quadrat,leaf_old,3,46,0,0,14,140,2,5,0,10,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSEoldC,2015,goose,goose_south_east_5,goose_south_east,zostera,meso_quadrat,leaf_old,5,139,4,0,0,9,101,6,0,96,73,5,0,0,0,0,5,0,17,0,0,7,20,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,0,6,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSEoldC16,2016,goose,goose_south_east_2,goose_south_east,zostera,meso_quadrat,leaf_old,2,129,0,0,204,42,31,201,0,41,48,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSEoldD,2015,goose,goose_south_east_3,goose_south_east,zostera,meso_quadrat,leaf_old,3,94,11,0,4,108,42,21,0,7,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSEoldD16,2016,goose,goose_south_east_1,goose_south_east,zostera,meso_quadrat,leaf_old,1,79,23,0,27,9,3,21,0,28,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,316,0,0,0,0,7,0,0,0,1,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSEoldE,2015,goose,goose_south_east_1,goose_south_east,zostera,meso_quadrat,leaf_old,1,147,2,0,3,153,27,11,0,33,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,3,0,1,0,0,0,0,0,1,0,5,0,0,2,0,0,0,0,0,0,0,48,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ZosGSEoldE16,2016,goose,goose_south_east_5,goose_south_east,zostera,meso_quadrat,leaf_old,5,279,0,0,81,15,31,62,0,21,64,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSEoldF,2015,goose,goose_south_east_2,goose_south_east,zostera,meso_quadrat,leaf_old,2,141,10,0,1,61,32,76,2,98,4,1,0,0,0,0,0,0,11,0,0,0,24,0,2,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,9,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSEoldF16,2016,goose,goose_south_east_8,goose_south_east,zostera,meso_quadrat,leaf_old,8,107,0,0,9,16,15,24,0,22,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,4,5,0,0,0,1,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSEoldG16,2016,goose,goose_south_east_9,goose_south_east,zostera,meso_quadrat,leaf_old,9,278,0,0,6,12,40,41,0,18,55,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSEoldH16,2016,goose,goose_south_east_7,goose_south_east,zostera,meso_quadrat,leaf_old,7,53,0,0,104,36,22,7,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSWoldA,2015,goose,goose_south_west_1,goose_south_west,zostera,meso_quadrat,leaf_old,1,162,0,1,1,24,127,3,0,0,2,19,0,7,0,0,0,0,16,0,0,1,0,0,0,0,4,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSWoldA16,2016,goose,goose_south_west_5,goose_south_west,zostera,meso_quadrat,leaf_old,5,399,0,0,10,0,87,25,0,81,52,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSWoldB,2015,goose,goose_south_west_3,goose_south_west,zostera,meso_quadrat,leaf_old,3,101,0,10,2,45,56,33,4,3,7,6,0,0,0,0,15,0,13,0,0,4,6,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,5,0,0,14,14,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSWoldB16,2016,goose,goose_south_west_4,goose_south_west,zostera,meso_quadrat,leaf_old,4,268,0,1,77,5,61,54,1,77,28,0,0,0,0,0,1,4,3,0,0,6,0,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSWoldC,2015,goose,goose_south_west_4,goose_south_west,zostera,meso_quadrat,leaf_old,4,190,0,0,2,41,181,20,1,0,142,20,0,6,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,3,18,0,2,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSWoldC16,2016,goose,goose_south_west_7,goose_south_west,zostera,meso_quadrat,leaf_old,7,382,0,6,74,19,12,8,0,12,0,7,1,0,0,0,14,0,1,0,3,6,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,1,0,2,0,38,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSWoldD,2015,goose,goose_south_west_2,goose_south_west,zostera,meso_quadrat,leaf_old,2,19,0,2,27,119,207,1,3,0,0,11,0,1,0,0,0,0,5,0,0,1,0,0,0,0,30,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0
ZosGSWoldD16,2016,goose,goose_south_west_6,goose_south_west,zostera,meso_quadrat,leaf_old,6,496,0,0,14,5,67,64,0,108,100,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSWoldE,2015,goose,goose_south_west_6,goose_south_west,zostera,meso_quadrat,leaf_old,6,41,0,38,21,95,12,0,1,0,0,6,0,0,0,0,1,0,65,0,0,7,0,0,0,0,3,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,103,4,0,0,1,0,1,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,23,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSWoldE16,2016,goose,goose_south_west_3,goose_south_west,zostera,meso_quadrat,leaf_old,3,234,0,5,15,1,61,48,0,221,59,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,112,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSWoldF,2015,goose,goose_south_west_5,goose_south_west,zostera,meso_quadrat,leaf_old,5,81,0,1,24,28,159,23,1,1,15,3,0,1,0,0,9,0,12,0,0,1,1,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSWoldF16,2016,goose,goose_south_west_1,goose_south_west,zostera,meso_quadrat,leaf_old,1,251,2,0,18,3,40,38,1,71,210,5,0,0,2,0,0,3,6,0,2,1,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,4,5,0,0,0,1,0,0,90,2,0,0,0,0,0,0,2,0,0,8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSWoldG16,2016,goose,goose_south_west_2,goose_south_west,zostera,meso_quadrat,leaf_old,2,341,0,6,26,9,55,58,0,71,117,1,0,0,0,0,0,0,3,0,5,1,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosGSWoldH16,2016,goose,goose_south_west_9,goose_south_west,zostera,meso_quadrat,leaf_old,9,386,0,10,18,42,35,3,0,74,15,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,19,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,2,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosMcNoldA,2015,mcmullins,mcmullins_north_1,mcmullins_north,zostera,meso_quadrat,leaf_old,1,511,1,0,184,4,30,161,0,22,0,2,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosMcNoldB,2015,mcmullins,mcmullins_north_2,mcmullins_north,zostera,meso_quadrat,leaf_old,2,683,2,0,149,22,12,95,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosMcNoldC,2015,mcmullins,mcmullins_north_3,mcmullins_north,zostera,meso_quadrat,leaf_old,3,662,0,0,11,5,23,259,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosMcNoldD,2015,mcmullins,mcmullins_north_4,mcmullins_north,zostera,meso_quadrat,leaf_old,4,621,24,0,50,10,71,123,0,2,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosMcNoldE,2015,mcmullins,mcmullins_north_5,mcmullins_north,zostera,meso_quadrat,leaf_old,5,700,0,0,33,59,1,87,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZosMcNoldF,2015,mcmullins,mcmullins_north_6,mcmullins_north,zostera,meso_quadrat,leaf_old,6,872,0,0,2,22,10,33,0,12,0,1,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
