year,group,region,site,sample,ID,Actiniidae,Ampithoidae,Anisogammaridae,Anthuridae,Aoridae,Ascidiacea,Asteroidea,Balanidae,Buccinidae,Calliostomatidae,Cancridae,Capitellidae,Caprellidae,Cerithiidae,Chrysopetalidae,Columbellidae,Corophiidae,Enteropneusta,Epialtidae,Eusiridae,Gammaridean,Glyceridae,Halacaridae,Haliclystidae,Haminoeidae,Harpacticoida,Hesionidae,Hippolytidae,Hyalellidae,Hyalidae,Idoteidae,Isaeidae,Ischyroceridae,Littorinidae,Lottiidae,Lumbrineridae,Munnidae,Mytilidae,Nassariidae,Nematoda,Nereididae,Notarchidae,Nudibranchia,Ophiuroidea,Ostracoda,Paguridae,Pholoidae,Photidae,Phyllodocidae,Pleustidae,Podoceridae,Polynoidae,Pontogeneiidae,Pycnogonida,Rissoidae,Sphaeromatidae,Stenothoidae,Strongylocentrotidae,Syllidae,Tanaidae,Terebellidae,Trochidae,Veneridae
2015,year2015,choked,choked_sandspit,6,choked_sandspit_6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0
2015,year2015,goose,goose_north,1,goose_north_1,0,12,0,0,1,0,0,0,1,0,0,0,24,0,0,2,0,0,2,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,90,0,5,0
2015,year2015,goose,goose_north,2,goose_north_2,0,0,0,0,1,0,0,0,0,1,0,0,35,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,1,0
2015,year2015,goose,goose_north,3,goose_north_3,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,87,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,10,25,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,10,0,0,0
2015,year2015,goose,goose_north,4,goose_north_4,0,1,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,2,0
2015,year2015,goose,goose_north,5,goose_north_5,0,0,0,0,5,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,2,0
2015,year2015,goose,goose_north,6,goose_north_6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015,year2015,goose,goose_south_east,1,goose_south_east_1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,year2015,goose,goose_south_east,2,goose_south_east_2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,year2015,goose,goose_south_east,3,goose_south_east_3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
2015,year2015,goose,goose_south_east,4,goose_south_east_4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0
2015,year2015,goose,goose_south_east,5,goose_south_east_5,0,0,0,0,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2015,year2015,goose,goose_south_east,6,goose_south_east_6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,year2015,goose,goose_south_west,1,goose_south_west_1,0,0,0,0,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0
2015,year2015,goose,goose_south_west,2,goose_south_west_2,0,0,0,0,0,0,3,0,0,0,0,0,6,4,0,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,51,0,8,0
2015,year2015,goose,goose_south_west,3,goose_south_west_3,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0
2015,year2015,goose,goose_south_west,4,goose_south_west_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
2015,year2015,goose,goose_south_west,5,goose_south_west_5,0,0,0,0,0,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,0,2,0
2015,year2015,goose,goose_south_west,6,goose_south_west_6,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0
2015,year2015,mcmullins,mcmullins_north,1,mcmullins_north_1,0,0,0,0,1,0,2,0,0,0,0,0,43,0,0,0,0,0,0,2,24,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,31,0,0,0
2015,year2015,mcmullins,mcmullins_north,2,mcmullins_north_2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,58,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0
2015,year2015,mcmullins,mcmullins_north,3,mcmullins_north_3,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,0,1,0
2015,year2015,mcmullins,mcmullins_north,4,mcmullins_north_4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,124,0,0,0,0,42,0,0,0,1,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0
2015,year2015,mcmullins,mcmullins_north,5,mcmullins_north_5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0
2015,year2015,mcmullins,mcmullins_north,6,mcmullins_north_6,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,3,0,40,0,0,0,0,7,0,0,0,1,1,7,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0
2015,year2015,mcmullins,mcmullins_south,1,mcmullins_south_1,0,0,0,0,0,0,0,0,0,0,1,0,193,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0
2015,year2015,mcmullins,mcmullins_south,2,mcmullins_south_2,0,0,0,0,0,0,0,0,0,0,1,0,305,0,0,1,0,0,1,0,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,1,0
2015,year2015,mcmullins,mcmullins_south,3,mcmullins_south_3,0,0,0,0,0,0,1,0,0,0,0,0,327,0,0,3,0,0,2,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,0,0,0
2015,year2015,mcmullins,mcmullins_south,4,mcmullins_south_4,0,0,0,0,0,0,0,0,0,0,0,0,397,1,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
2015,year2015,mcmullins,mcmullins_south,5,mcmullins_south_5,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,year2015,mcmullins,mcmullins_south,6,mcmullins_south_6,0,1,0,0,0,0,0,0,0,0,0,0,642,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
2015,year2015,triquet,triquet_north,2,triquet_north_2,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,year2015,triquet,triquet_north,3,triquet_north_3,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,10,0,0,0,1,15,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0
2015,year2015,triquet,triquet_north,4,triquet_north_4,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0
2015,year2015,triquet,triquet_north,5,triquet_north_5,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2015,year2015,triquet,triquet_north,6,triquet_north_6,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0
2015,year2015,triquet,triquet_south,1,triquet_south_1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
2015,year2015,triquet,triquet_south,2,triquet_south_2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,year2015,triquet,triquet_south,3,triquet_south_3,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,year2015,triquet,triquet_south,4,triquet_south_4,0,1,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0
2015,year2015,triquet,triquet_south,5,triquet_south_5,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0
2015,year2015,triquet,triquet_south,6,triquet_south_6,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0
2016,year2016,choked,choked_inner,1,choked_inner_1,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,2,0,0,0,2,2,2,1,16,0,0,0,0,0,1,16,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2016,year2016,choked,choked_inner,2,choked_inner_2,2,16,0,0,11,0,0,0,0,0,0,0,25,0,0,1,0,0,2,7,136,0,0,0,0,154,0,0,0,4,8,33,33,29,0,4,0,0,0,25,15,0,0,0,9,0,0,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2016,year2016,choked,choked_inner,4,choked_inner_4,5,7,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,118,0,0,0,0,345,0,0,0,0,9,21,6,38,0,0,0,2,0,7,3,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,7,0,0,5
2016,year2016,choked,choked_inner,5,choked_inner_5,16,1,0,0,6,0,0,0,0,0,0,0,12,0,0,0,0,1,0,1,29,0,0,0,0,117,0,0,0,0,12,4,0,38,0,0,3,0,0,1,6,0,0,0,4,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,year2016,choked,choked_inner,6,choked_inner_6,7,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,23,0,0,0,0,7,2,0,42,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,year2016,choked,choked_inner,9,choked_inner_9,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,25,0,0,0,0,5,7,0,69,0,3,0,5,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,year2016,choked,choked_sandspit,1,choked_sandspit_1,14,3,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,30,0,0,0,0,189,0,0,0,0,10,6,1,43,0,1,2,1,0,16,13,0,0,0,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,27,0,6,0
2016,year2016,choked,choked_sandspit,2,choked_sandspit_2,8,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,5,5,66,0,0,0,0,224,0,0,0,0,0,3,0,32,0,7,2,2,0,74,16,0,0,0,26,0,0,3,5,0,0,0,0,0,1,0,0,0,0,130,0,2,0
2016,year2016,choked,choked_sandspit,3,choked_sandspit_3,17,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,4,7,14,0,0,0,0,92,0,0,0,1,0,2,1,18,0,2,0,2,0,17,59,0,0,0,8,0,0,1,8,0,0,0,0,0,1,0,0,0,0,16,0,1,0
2016,year2016,choked,choked_sandspit,4,choked_sandspit_4,10,14,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,1,23,66,0,0,0,0,270,0,0,0,1,1,29,3,54,0,4,1,2,0,17,32,0,0,0,6,1,0,9,2,0,0,0,0,0,0,0,0,0,0,30,0,1,0
2016,year2016,choked,choked_sandspit,5,choked_sandspit_5,4,0,0,0,43,0,0,0,0,0,0,0,1,0,0,5,0,0,4,35,99,0,0,0,0,281,0,0,0,0,4,20,0,66,0,0,0,1,0,6,25,0,0,0,17,1,0,12,7,0,0,0,0,0,1,0,0,0,0,19,0,3,0
2016,year2016,choked,choked_sandspit,9,choked_sandspit_9,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,6,3,4,0,0,0,0,4,0,0,0,0,0,4,0,50,0,0,0,0,0,0,23,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,year2016,goose,goose_south_west,2,goose_south_west_2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,16,0,0,0,0,0,8,0,1,0,0,1,0,0,9,3,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,1,35,0,0,0
2016,year2016,goose,goose_south_west,3,goose_south_west_3,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,5,7,0,0,0,4,0,0,5,1,0,0,0,0,0,0,0,0,0,1,60,0,0,0
2016,year2016,goose,goose_south_west,4,goose_south_west_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,14,7,0,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,49,0,0,0
2016,year2016,goose,goose_south_west,7,goose_south_west_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,0,0,0,0,68,0,0,0,0,1,2,1,0,0,0,0,0,0,3,11,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,1,13,0,0,0
2016,year2016,goose,goose_south_west,8,goose_south_west_8,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,19,0,0,0
2016,year2016,goose,goose_south_west,9,goose_south_west_9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,18,0,0,0,0,10,0,0,0,0,0,1,2,2,0,0,1,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,30,0,0,0
2016,year2016,pruth,pruth_pocket,1,pruth_pocket_1,0,20,0,0,18,0,0,0,0,0,0,0,587,0,0,2,1,0,0,0,21,0,1,0,0,97,3,0,0,0,16,0,9,117,0,0,4,1,0,59,8,0,0,0,2,0,0,2,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0
2016,year2016,pruth,pruth_pocket,2,pruth_pocket_2,0,6,0,0,9,0,0,1,0,0,1,0,312,0,0,0,0,0,1,1,23,0,11,0,0,157,0,0,0,0,0,0,14,101,0,0,32,5,0,328,42,0,0,0,49,0,0,3,0,0,0,0,0,0,53,0,0,0,0,1,0,0,0
2016,year2016,pruth,pruth_pocket,5,pruth_pocket_5,0,8,0,0,29,0,0,0,0,0,0,0,144,0,0,0,0,0,2,3,16,0,2,0,0,106,4,0,0,0,0,0,5,121,0,0,18,2,0,67,15,0,0,0,16,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2016,year2016,pruth,pruth_pocket,6,pruth_pocket_6,0,6,0,0,38,0,0,0,0,0,0,0,224,0,0,0,1,0,1,0,61,0,2,0,0,354,0,0,0,0,1,2,15,136,0,0,45,3,0,166,28,0,0,0,12,0,0,0,1,0,0,3,0,0,7,0,0,0,0,0,0,0,0
2016,year2016,pruth,pruth_pocket,9,pruth_pocket_9,0,1,0,0,30,0,0,0,0,0,0,0,246,0,0,0,0,0,2,2,23,0,0,0,0,64,0,0,0,0,0,0,7,58,0,0,9,0,0,55,13,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2016,year2016,triquet,triquet_north,1,triquet_north_1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,37,0,0,0,0,0,1,0,0,0,3,0,0,0,0,37,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,10,0,0,0
2016,year2016,triquet,triquet_north,2,triquet_north_2,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,0,0,0,25,0,0,0,0,0,1,1,12,0,0,1,0,0,1,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0
2016,year2016,triquet,triquet_north,3,triquet_north_3,0,1,0,0,3,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,20,0,0,0,0,134,0,0,0,0,0,11,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,year2016,triquet,triquet_north,5,triquet_north_5,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,12,0,0,0,0,306,0,0,0,0,0,1,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2016,year2016,triquet,triquet_north,7,triquet_north_7,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,3,0,8,0,0,0,0,35,0,0,0,0,0,0,0,2,0,1,0,0,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,28,0,0,0
2016,year2016,triquet,triquet_north,8,triquet_north_8,0,0,0,0,1,0,0,0,0,0,0,0,388,0,0,0,2,1,2,0,56,0,0,0,0,162,0,0,0,0,0,4,0,8,0,0,1,1,0,3,11,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,6,0,0,4
2016,year2016,triquet,triquet_south,2,triquet_south_2,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,3,13,0,0,0,0,130,0,0,0,0,0,2,0,1,0,1,0,0,0,3,5,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
2016,year2016,triquet,triquet_south,3,triquet_south_3,0,2,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,14,0,0,0,0,114,0,0,0,0,0,3,0,1,0,0,0,0,0,1,7,0,0,0,7,0,0,2,2,0,0,0,0,1,0,0,0,0,0,48,0,0,0
2016,year2016,triquet,triquet_south,4,triquet_south_4,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,0,0,0,1,1,20,0,0,0,0,65,0,0,0,0,0,1,0,1,0,2,0,0,0,4,4,0,0,0,2,0,0,5,2,0,0,0,0,2,0,0,0,0,0,37,0,0,0
2016,year2016,triquet,triquet_south,5,triquet_south_5,2,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,248,0,0,0,0,0,1,0,2,0,1,0,0,0,0,8,0,0,0,6,0,0,12,3,0,0,0,0,0,0,0,0,0,0,28,0,0,0
2016,year2016,triquet,triquet_south,6,triquet_south_6,1,0,0,0,2,0,0,0,0,0,0,0,71,0,0,0,0,0,1,1,22,0,0,0,0,74,0,0,0,0,0,1,0,3,0,0,0,0,0,11,6,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0
2016,year2016,triquet,triquet_south,8,triquet_south_8,1,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,17,0,0,0,0,103,0,0,0,0,0,0,0,0,0,2,0,0,0,12,7,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0
2017,year2017,choked,choked_inner,2,choked_inner_2,0,15,0,0,12,0,0,5,0,0,0,0,18,0,0,4,0,0,0,32,202,0,0,0,0,107,0,0,0,2,29,2,258,111,0,0,1,2,0,0,12,0,0,0,1,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,year2017,choked,choked_inner,3,choked_inner_3,0,7,0,0,2,0,0,2,0,0,0,0,49,0,0,0,0,0,1,13,90,0,0,0,0,311,0,0,0,0,15,0,81,102,0,1,1,6,0,9,8,0,0,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,year2017,choked,choked_inner,5,choked_inner_5,0,5,0,0,10,0,0,1,0,0,0,0,65,0,0,0,0,0,0,10,64,0,0,0,0,78,1,0,0,2,54,2,63,54,0,1,1,3,0,1,5,0,0,0,1,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0
2017,year2017,choked,choked_inner,7,choked_inner_7,0,1,0,0,104,0,0,2,0,0,0,0,16,0,0,4,0,0,0,32,219,0,0,1,0,18,0,0,0,0,26,18,295,69,0,1,0,0,0,1,10,0,0,0,1,0,0,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,year2017,choked,choked_inner,8,choked_inner_8,0,0,0,0,13,0,0,1,0,0,0,0,48,0,0,1,0,0,0,6,146,0,0,0,0,77,0,0,0,1,18,0,122,27,0,0,1,4,0,0,5,0,1,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,3,1,0
2017,year2017,choked,choked_inner,9,choked_inner_9,1,49,0,0,12,0,0,16,0,0,0,0,30,0,0,2,0,0,1,15,159,0,0,1,0,36,0,0,0,1,24,60,11,15,0,4,0,4,0,1,6,0,0,1,6,0,0,8,2,1,0,0,0,0,0,0,2,0,1,0,1,1,0
2017,year2017,choked,choked_sandspit,1,choked_sandspit_1,0,9,0,0,67,0,0,0,0,0,0,0,1,1,0,2,0,0,3,1,250,0,0,0,0,213,0,0,0,0,5,23,0,32,0,0,1,18,0,14,5,0,0,0,19,0,0,11,5,0,0,0,0,0,0,0,0,0,0,119,0,4,2
2017,year2017,choked,choked_sandspit,2,choked_sandspit_2,2,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,72,0,0,0,0,155,0,0,0,1,2,12,0,16,0,0,1,19,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,0
2017,year2017,choked,choked_sandspit,5,choked_sandspit_5,2,12,0,0,82,0,0,0,0,0,0,0,5,2,0,0,7,0,0,12,694,0,0,0,0,456,0,0,0,0,1,86,0,25,0,8,6,17,0,48,11,0,0,0,25,0,0,0,8,0,0,0,0,0,0,0,0,0,1,202,0,0,0
2017,year2017,choked,choked_sandspit,6,choked_sandspit_6,1,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,213,0,0,0,0,266,0,0,0,0,2,1,58,11,0,0,1,8,0,3,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
